"t","SystemCodeNumber","occ_max","occ_min","avg_occ","cap","price","time","diff"
"2016-10-28T00:00:00.000000000","BHMBCCMKT01","280","54","185.66666666666666","577","11.287117273252456","1752072842586","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS8","830","372","670.8333333333334","1322","12.029752899647","1752072842586","1"
"2016-10-28T00:00:00.000000000","BHMNCPNST01","371","285","338.22222222222223","485","12.78946162657503","1752072842586","1"
"2016-10-28T00:00:00.000000000","BHMMBMMBX01","657","368","559.4444444444445","687","13.257318453825004","1752072842586","1"
"2016-10-28T00:00:00.000000000","Broad Street","680","203","558.0","690","13.234782608695653","1752072842586","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS135a","2735","1068","2367.1666666666665","3883","12.438492574469912","1752072842586","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS105a","1481","740","1230.2777777777778","2009","12.449532658591892","1752072842586","1"
"2016-10-28T00:00:00.000000000","BHMBCCTHL01","345","73","259.44444444444446","387","12.681596325007177","1752072842586","1"
"2016-10-28T00:00:00.000000000","BHMNCPHST01","682","218","561.3888888888889","1200","11.871296296296297","1752072842586","1"
"2016-10-28T00:00:00.000000000","Shopping","1263","576","1089.388888888889","1920","12.269560185185185","1752072842586","1"
"2016-10-28T00:00:00.000000000","BHMEURBRD01","463","138","380.72222222222223","470","13.240189125295508","1752072842586","1"
"2016-10-29T00:00:00.000000000","BHMEURBRD01","416","150","340.55555555555554","470","12.898345153664302","1752072845356","1"
"2016-10-29T00:00:00.000000000","BHMBCCMKT01","296","57","205.5","577","11.424610051993067","1752072845356","1"
"2016-10-29T00:00:00.000000000","BHMBCCTHL01","337","85","244.5","387","12.527131782945737","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS202","1249","584","1051.6666666666667","2937","11.43230053342413","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS135a","2346","1166","2023.4444444444443","3883","12.084413540504192","1752072845356","1"
"2016-10-29T00:00:00.000000000","BHMNCPHST01","634","216","499.0","1200","11.663333333333334","1752072845356","1"
"2016-10-29T00:00:00.000000000","BHMMBMMBX01","600","348","504.27777777777777","687","12.936115154455766","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS105a","1378","724","1135.3333333333333","2009","12.26049444167911","1752072845356","1"
"2016-10-29T00:00:00.000000000","Broad Street","585","222","492.1111111111111","690","12.852818035426731","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS98","1772","725","1409.3333333333333","3103","11.816736491567301","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS8","794","376","631.0555555555555","1322","11.909396537233148","1752072845356","1"
"2016-10-29T00:00:00.000000000","Shopping","1126","559","955.7777777777778","1920","11.991203703703704","1752072845356","1"
"2016-10-29T00:00:00.000000000","Others-CCCPS119a","1191","185","833.7777777777778","2803","11.189836286518412","1752072845356","1"
"2016-10-29T00:00:00.000000000","BHMNCPNST01","340","277","315.77777777777777","485","12.604352806414662","1752072845356","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS98","1779","602","1331.7777777777778","3103","11.716761556916246","1752072848096","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS135a","1470","507","1112.5","3883","11.146021117692506","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMBCCTHL01","345","77","264.0","387","12.728682170542635","1752072848096","1"
"2016-10-30T00:00:00.000000000","Broad Street","240","79","169.5","690","10.982608695652173","1752072848096","1"
"2016-10-30T00:00:00.000000000","Shopping","870","258","631.7777777777778","1920","11.316203703703703","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMNCPNST01","397","267","322.22222222222223","485","12.65750286368843","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMEURBRD01","192","41","125.88888888888889","470","11.071394799054374","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMBCCMKT01","417","51","263.77777777777777","577","11.828615443866743","1752072848096","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS8","905","351","680.4444444444445","1322","12.058833417381072","1752072848096","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS202","963","425","755.7222222222222","2937","11.029243748344872","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMMBMMBX01","598","316","454.0","687","12.643377001455605","1752072848096","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS105a","1498","667","1134.4444444444443","2009","12.258724628062607","1752072848096","1"
"2016-10-30T00:00:00.000000000","Others-CCCPS119a","1176","98","819.5555555555555","2803","11.169540571609783","1752072848096","1"
"2016-10-30T00:00:00.000000000","BHMNCPHST01","495","102","314.6666666666667","1200","11.04888888888889","1752072848096","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS202","758","445","584.5","2937","10.79605039155601","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMMBMMBX01","407","312","347.5","687","12.023289665211063","1752072850836","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS119a","1240","81","485.6111111111111","2803","10.692987671938795","1752072850836","1"
"2016-10-31T00:00:00.000000000","Broad Street","207","65","119.33333333333333","690","10.691787439613526","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMNCPNST01","309","230","272.94444444444446","485","12.251088201603665","1752072850836","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS135a","912","526","714.4444444444445","3883","10.735971614158583","1752072850836","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS8","708","387","529.3888888888889","1322","11.601781812069255","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMBCCTHL01","330","70","192.16666666666666","387","11.986218776916452","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMNCPHST01","271","106","190.5","1200","10.635","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMEURBRD01","184","30","88.72222222222223","470","10.755082742316786","1752072850836","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS105a","1112","724","876.8888888888889","2009","11.745921132680715","1752072850836","1"
"2016-10-31T00:00:00.000000000","Others-CCCPS98","1549","656","913.8333333333334","3103","11.177999785154151","1752072850836","1"
"2016-10-31T00:00:00.000000000","BHMBCCMKT01","183","43","102.22222222222223","577","10.708646254573464","1752072850836","1"
"2016-10-31T00:00:00.000000000","Shopping","526","275","398.8888888888889","1920","10.831018518518519","1752072850836","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS98","1161","623","998.8333333333334","3103","11.287571167687185","1752072853566","1"
"2016-11-01T00:00:00.000000000","Shopping","1335","569","1167.2222222222222","1920","12.431712962962962","1752072853566","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS8","662","336","562.2222222222222","1322","11.701126239704152","1752072853566","1"
"2016-11-01T00:00:00.000000000","Broad Street","633","190","539.7777777777778","690","13.12914653784219","1752072853566","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS119a","486","132","376.0","2803","10.536567962896896","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMNCPNST01","340","253","315.94444444444446","485","12.605727376861397","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMBCCMKT01","201","49","142.88888888888889","577","10.99056422106682","1752072853566","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS105a","1260","644","1070.5","2009","12.131408661025386","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMMBMMBX01","607","308","508.27777777777777","687","12.959404819666828","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMBCCTHL01","265","70","201.38888888888889","387","12.08153890324433","1752072853566","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS135a","2912","1057","2521.3888888888887","3883","12.59736171917475","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMNCPHST01","757","220","631.1666666666666","1200","12.10388888888889","1752072853566","1"
"2016-11-01T00:00:00.000000000","Others-CCCPS202","1230","504","1055.3333333333333","2937","11.437294291226875","1752072853566","1"
"2016-11-01T00:00:00.000000000","BHMEURBRD01","432","133","363.6111111111111","470","13.094562647754136","1752072853566","1"
"2016-11-02T00:00:00.000000000","Shopping","1425","631","1236.7222222222222","1920","12.57650462962963","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMMBMMBX01","651","324","547.2777777777778","687","13.186479055474688","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMBCCMKT01","244","50","165.66666666666666","577","11.14846909300982","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS8","664","291","545.3888888888889","1322","11.650193309799967","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS98","1189","592","1002.3333333333334","3103","11.292082930497369","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMNCPHST01","781","263","625.3333333333334","1200","12.084444444444445","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS202","1240","451","1037.0555555555557","2937","11.412401165210154","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS105a","1314","615","1092.6666666666667","2009","12.175543388086943","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMBCCTHL01","299","90","229.11111111111111","387","12.368073499856445","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMEURBRD01","450","117","373.8333333333333","470","13.181560283687944","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS119a","549","180","430.1666666666667","2803","10.613866095849685","1752072856322","1"
"2016-11-02T00:00:00.000000000","Others-CCCPS135a","3164","1162","2691.6111111111113","3883","12.772712965347527","1752072856322","1"
"2016-11-02T00:00:00.000000000","Broad Street","657","183","555.2777777777778","690","13.219001610305959","1752072856322","1"
"2016-11-02T00:00:00.000000000","BHMNCPNST01","289","178","253.94444444444446","485","12.09438717067583","1752072856322","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS135a","3117","1084","2644.722222222222","3883","12.724411251323433","1752072859086","1"
"2016-11-03T00:00:00.000000000","Shopping","1443","585","1228.4444444444443","1920","12.559259259259258","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMNCPNST01","340","216","292.27777777777777","485","12.410538373424972","1752072859086","1"
"2016-11-03T00:00:00.000000000","Broad Street","677","181","568.2777777777778","690","13.294363929146538","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMBCCMKT01","192","50","132.66666666666666","577","10.919699595609474","1752072859086","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS202","1299","488","1104.0","2937","11.503575076608785","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMEURBRD01","458","135","385.72222222222223","470","13.28274231678487","1752072859086","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS98","1245","599","1049.5555555555557","3103","11.352955920793498","1752072859086","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS119a","555","161","460.3888888888889","2803","10.656994490030524","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMNCPHST01","794","235","648.8333333333334","1200","12.162777777777778","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMMBMMBX01","657","313","540.6111111111111","687","13.147662946789584","1752072859086","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS105a","1375","650","1139.0555555555557","2009","12.267905536198219","1752072859086","1"
"2016-11-03T00:00:00.000000000","Others-CCCPS8","722","337","598.4444444444445","1322","11.810724491511179","1752072859086","1"
"2016-11-03T00:00:00.000000000","BHMBCCTHL01","304","91","243.72222222222223","387","12.519092736147","1752072859086","1"
"2016-11-04T00:00:00.000000000","Broad Street","665","215","545.1666666666666","690","13.160386473429952","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMNCPHST01","750","253","627.3888888888889","1200","12.091296296296296","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMEURBRD01","460","142","372.0","470","13.16595744680851","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS8","783","353","641.4444444444445","1322","11.940830391662464","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS98","1243","654","1026.5555555555557","3103","11.323307193755147","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMBCCTHL01","334","133","264.0","387","12.728682170542635","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMNCPNST01","345","202","305.3333333333333","485","12.518213058419244","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMMBMMBX01","666","387","512.5555555555555","687","12.98431182273977","1752072861866","1"
"2016-11-04T00:00:00.000000000","Shopping","1406","611","1215.0555555555557","1920","12.53136574074074","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS105a","1404","740","1154.0","2009","12.297660527625684","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS135a","3203","1237","2744.8888888888887","3883","12.827596074054998","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS202","1342","550","1135.888888888889","2937","11.547005636893278","1752072861866","1"
"2016-11-04T00:00:00.000000000","Others-CCCPS119a","584","198","472.6666666666667","2803","10.674515400166488","1752072861866","1"
"2016-11-04T00:00:00.000000000","BHMBCCMKT01","196","51","141.38888888888889","577","10.980165607548622","1752072861866","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS202","1197","541","1031.611111111111","2937","11.404986191503045","1752072864646","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS105a","1223","644","1014.6111111111111","2009","12.020131629887727","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMMBMMBX01","567","334","485.6666666666667","687","12.82775351770985","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMBCCMKT01","183","48","137.0","577","10.949740034662046","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMEURBRD01","462","182","400.3888888888889","470","13.407565011820331","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMNCPNST01","251","189","225.61111111111111","485","11.860710194730814","1752072864646","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS8","656","310","528.9444444444445","1322","11.600437048243402","1752072864646","1"
"2016-11-05T00:00:00.000000000","Broad Street","656","249","570.1666666666666","690","13.305314009661835","1752072864646","1"
"2016-11-05T00:00:00.000000000","Shopping","1249","587","1080.111111111111","1920","12.250231481481482","1752072864646","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS119a","537","175","435.22222222222223","2803","10.621080588258613","1752072864646","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS98","1036","595","910.9444444444445","3103","11.174275790453683","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMNCPHST01","686","249","578.7222222222222","1200","11.929074074074073","1752072864646","1"
"2016-11-05T00:00:00.000000000","Others-CCCPS135a","2753","1140","2340.9444444444443","3883","12.41148024150857","1752072864646","1"
"2016-11-05T00:00:00.000000000","BHMBCCTHL01","310","103","235.55555555555554","387","12.434682744760265","1752072864646","1"
"2016-11-06T00:00:00.000000000","BHMNCPNST01","293","170","222.55555555555554","485","11.835509736540665","1752072867386","1"
"2016-11-06T00:00:00.000000000","BHMNCPHST01","470","150","342.77777777777777","1200","11.142592592592592","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS119a","464","51","304.6666666666667","2803","10.4347722678083","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS135a","1380","571","1068.9444444444443","3883","11.101153174807566","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS202","937","364","695.9444444444445","2937","10.947830363560701","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS98","933","437","681.2222222222222","3103","10.87814659648369","1752072867386","1"
"2016-11-06T00:00:00.000000000","BHMMBMMBX01","549","254","389.05555555555554","687","12.265243409348212","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS105a","1343","478","957.9444444444445","2009","11.90730601183563","1752072867386","1"
"2016-11-06T00:00:00.000000000","BHMEURBRD01","246","96","170.66666666666666","470","11.452482269503546","1752072867386","1"
"2016-11-06T00:00:00.000000000","Broad Street","315","153","238.11111111111111","690","11.38035426731079","1752072867386","1"
"2016-11-06T00:00:00.000000000","BHMBCCMKT01","390","43","246.94444444444446","577","11.711919892162527","1752072867386","1"
"2016-11-06T00:00:00.000000000","Shopping","808","317","614.7222222222222","1920","11.280671296296296","1752072867386","1"
"2016-11-06T00:00:00.000000000","BHMBCCTHL01","344","39","235.16666666666666","387","12.430663221360895","1752072867386","1"
"2016-11-06T00:00:00.000000000","Others-CCCPS8","796","224","568.8888888888889","1322","11.721297697091948","1752072867386","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS119a","444","59","285.27777777777777","2803","10.407103500218021","1752072870156","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS135a","996","555","804.1111111111111","3883","10.828340057801814","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMEURBRD01","258","49","129.94444444444446","470","11.105910165484634","1752072870156","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS8","730","265","502.05555555555554","1322","11.51907883677929","1752072870156","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS105a","1167","590","864.4444444444445","2009","11.721143742049666","1752072870156","1"
"2016-11-07T00:00:00.000000000","Broad Street","316","77","168.11111111111111","690","10.974557165861514","1752072870156","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS202","837","331","577.5","2937","10.786516853932584","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMMBMMBX01","438","314","362.3888888888889","687","12.109978974607795","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMNCPNST01","206","167","190.05555555555554","485","11.567468499427262","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMNCPHST01","296","114","213.83333333333334","1200","10.712777777777777","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMBCCMKT01","225","35","121.83333333333333","577","10.844598497978048","1752072870156","1"
"2016-11-07T00:00:00.000000000","Shopping","530","276","419.27777777777777","1920","10.873495370370371","1752072870156","1"
"2016-11-07T00:00:00.000000000","Others-CCCPS98","719","536","617.8333333333334","3103","10.796433558921475","1752072870156","1"
"2016-11-07T00:00:00.000000000","BHMBCCTHL01","345","51","219.61111111111111","387","12.269882285386162","1752072870156","1"
"2016-11-08T00:00:00.000000000","BHMEURBRD01","456","115","371.44444444444446","470","13.161229314420805","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS202","1194","388","995.7777777777778","2937","11.35618355843075","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS135a","3188","1079","2696.1111111111113","3883","12.777348556385384","1752072872916","1"
"2016-11-08T00:00:00.000000000","Broad Street","658","158","542.3888888888889","690","13.144283413848632","1752072872916","1"
"2016-11-08T00:00:00.000000000","BHMNCPNST01","258","155","223.5","485","11.843298969072166","1752072872916","1"
"2016-11-08T00:00:00.000000000","BHMBCCMKT01","162","30","118.5","577","10.821490467937608","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS98","1148","515","965.7222222222222","3103","11.244888459197192","1752072872916","1"
"2016-11-08T00:00:00.000000000","BHMBCCTHL01","287","75","229.72222222222223","387","12.374389893769738","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS119a","572","140","452.0","2803","10.645023189439886","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS105a","1240","543","1033.6666666666667","2009","12.058072009291521","1752072872916","1"
"2016-11-08T00:00:00.000000000","BHMNCPHST01","775","185","621.1666666666666","1200","12.070555555555556","1752072872916","1"
"2016-11-08T00:00:00.000000000","Shopping","1433","548","1213.888888888889","1920","12.528935185185185","1752072872916","1"
"2016-11-08T00:00:00.000000000","Others-CCCPS8","626","248","513.8888888888889","1322","11.55488317364263","1752072872916","1"
"2016-11-08T00:00:00.000000000","BHMMBMMBX01","614","295","519.7777777777778","687","13.026362607148634","1752072872916","1"
"2016-11-09T00:00:00.000000000","BHMNCPNST01","361","258","320.5","485","12.643298969072164","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS119a","629","202","516.6666666666666","2803","10.737305268165061","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS135a","3387","1166","2847.0555555555557","3883","12.932841159470055","1752072875740","1"
"2016-11-09T00:00:00.000000000","BHMEURBRD01","468","139","393.22222222222223","470","13.346572104018913","1752072875740","1"
"2016-11-09T00:00:00.000000000","Shopping","1521","585","1267.8333333333333","1920","12.641319444444445","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS202","1373","562","1160.2222222222222","2937","11.580146029584231","1752072875740","1"
"2016-11-09T00:00:00.000000000","Broad Street","682","190","562.2777777777778","690","13.259581320450886","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS8","808","412","674.8333333333334","1322","12.041855774079677","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS98","1322","655","1119.611111111111","3103","11.443262792279873","1752072875740","1"
"2016-11-09T00:00:00.000000000","BHMNCPHST01","818","217","657.9444444444445","1200","12.193148148148149","1752072875740","1"
"2016-11-09T00:00:00.000000000","Others-CCCPS105a","1479","734","1236.0","2009","12.460925833748133","1752072875740","1"
"2016-11-09T00:00:00.000000000","BHMBCCTHL01","340","127","278.72222222222223","387","12.880849842090152","1752072875740","1"
"2016-11-09T00:00:00.000000000","BHMMBMMBX01","672","322","561.1666666666666","687","13.267345948568655","1752072875740","1"
"2016-11-09T00:00:00.000000000","BHMBCCMKT01","253","34","153.05555555555554","577","11.061043712690159","1752072875740","1"
"2016-11-10T00:00:00.000000000","BHMBCCMKT01","172","32","115.55555555555556","577","10.801078374735221","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS105a","1488","757","1251.9444444444443","2009","12.492671865494165","1752072878596","1"
"2016-11-10T00:00:00.000000000","Broad Street","653","176","455.3888888888889","690","12.639935587761675","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS98","1288","669","1094.1666666666667","3103","11.410462992802664","1752072878596","1"
"2016-11-10T00:00:00.000000000","BHMNCPNST01","374","266","335.55555555555554","485","12.767468499427263","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS119a","585","206","484.1111111111111","2803","10.690847108257026","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS202","1356","577","1076.0","2937","11.465440926115082","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS135a","3270","1191","2798.722222222222","3883","12.883051477952328","1752072878596","1"
"2016-11-10T00:00:00.000000000","Others-CCCPS8","814","425","693.3888888888889","1322","12.097999663809043","1752072878596","1"
"2016-11-10T00:00:00.000000000","BHMMBMMBX01","678","332","558.5555555555555","687","13.25214297266699","1752072878596","1"
"2016-11-10T00:00:00.000000000","BHMBCCTHL01","341","135","284.55555555555554","387","12.941142693080678","1752072878596","1"
"2016-11-10T00:00:00.000000000","BHMEURBRD01","467","157","400.8888888888889","470","13.411820330969267","1752072878596","1"
"2016-11-10T00:00:00.000000000","Shopping","1437","580","1223.2222222222222","1920","12.548379629629629","1752072878596","1"
"2016-11-10T00:00:00.000000000","BHMNCPHST01","771","215","628.1111111111111","1200","12.093703703703703","1752072878596","1"
"2016-11-11T00:00:00.000000000","Shopping","1460","595","1240.7222222222222","1920","12.584837962962963","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS119a","640","189","503.72222222222223","2803","10.718832996392754","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMBCCTHL01","340","107","266.8888888888889","387","12.758541487223658","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMEURBRD01","464","130","390.0","470","13.319148936170212","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMNCPNST01","378","263","333.8333333333333","485","12.753264604810997","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS8","820","391","668.9444444444445","1322","12.024037653387124","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS202","1382","558","1171.4444444444443","2937","11.595429954980517","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMNCPHST01","790","228","645.7777777777778","1200","12.152592592592592","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMBCCMKT01","208","36","142.33333333333334","577","10.986712882726748","1752072881420","1"
"2016-11-11T00:00:00.000000000","Broad Street","684","188","571.4444444444445","690","13.312721417069243","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS98","1321","711","1065.6666666666667","3103","11.373724352776883","1752072881420","1"
"2016-11-11T00:00:00.000000000","BHMMBMMBX01","659","366","495.0","687","12.882096069868997","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS105a","1453","757","1163.9444444444443","2009","12.317460317460316","1752072881420","1"
"2016-11-11T00:00:00.000000000","Others-CCCPS135a","3316","1192","2815.6111111111113","3883","12.900449251724039","1752072881420","1"
"2016-11-12T00:00:00.000000000","Shopping","1399","600","1198.0555555555557","1920","12.495949074074074","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMEURBRD01","387","133","321.3333333333333","470","12.734751773049645","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS8","756","350","619.5555555555555","1322","11.8746007732392","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS105a","1178","686","998.2222222222222","2009","11.987500691333445","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMBCCTHL01","334","67","247.88888888888889","387","12.56215905828309","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS98","972","674","852.1666666666666","3103","11.098506821355677","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMBCCMKT01","191","39","136.0","577","10.942807625649912","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMNCPHST01","739","229","616.2222222222222","1200","12.054074074074073","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS202","1197","519","1017.8333333333334","2937","11.38622176824424","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMMBMMBX01","433","304","378.6666666666667","687","12.204754973313925","1752072884156","1"
"2016-11-12T00:00:00.000000000","BHMNCPNST01","313","264","295.27777777777777","485","12.435280641466209","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS135a","2890","1145","2460.0","3883","12.53412310069534","1752072884156","1"
"2016-11-12T00:00:00.000000000","Broad Street","566","190","476.6111111111111","690","12.762962962962963","1752072884156","1"
"2016-11-12T00:00:00.000000000","Others-CCCPS119a","546","137","426.1666666666667","2803","10.608157926031632","1752072884156","1"
"2016-11-13T00:00:00.000000000","BHMNCPNST01","358","227","270.0","485","12.22680412371134","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS8","889","296","637.7777777777778","1322","11.929736090099176","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS202","949","352","685.5555555555555","2937","10.933681383119586","1752072886908","1"
"2016-11-13T00:00:00.000000000","BHMBCCTHL01","345","57","247.61111111111111","387","12.559287970140684","1752072886908","1"
"2016-11-13T00:00:00.000000000","Broad Street","260","65","168.0","690","10.97391304347826","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS98","1094","540","813.7222222222222","3103","11.048949045726358","1752072886908","1"
"2016-11-13T00:00:00.000000000","BHMMBMMBX01","617","292","437.0","687","12.544395924308589","1752072886908","1"
"2016-11-13T00:00:00.000000000","Shopping","1005","296","740.8333333333334","1920","11.543402777777779","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS119a","516","75","354.3333333333333","2803","10.50564870971578","1752072886908","1"
"2016-11-13T00:00:00.000000000","BHMNCPHST01","536","94","368.94444444444446","1200","11.229814814814816","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS135a","1706","547","1261.7777777777778","3883","11.2997968352076","1752072886908","1"
"2016-11-13T00:00:00.000000000","Others-CCCPS105a","1502","588","1074.7777777777778","2009","12.139925889054808","1752072886908","1"
"2016-11-13T00:00:00.000000000","BHMEURBRD01","214","37","128.61111111111111","470","11.094562647754138","1752072886908","1"
"2016-11-13T00:00:00.000000000","BHMBCCMKT01","449","33","259.0","577","11.795493934142115","1752072886908","1"
